block,model,variant,concurrency,repetition,source,metric,value,statistic,unit
8,35B-A3B,sglang_dflash,16,3,b200-repeats-20260922/rep3-block8/35B-A3B/sglang_dflash/sglang_dflash/c16,interactivity,184.06096558677248,derived,tokens/s/user
8,35B-A3B,sglang_dflash,16,1,b200-block8-20260922/35B-A3B/sglang_dflash/sglang_dflash/c16,interactivity,218.78511337248906,derived_p90,tokens/s/user
8,35B-A3B,sglang_dflash,16,2,b200-repeats-20260922/rep2-block8/35B-A3B/sglang_dflash/sglang_dflash/c16,interactivity,205.0825711072038,derived_p90,tokens/s/user
8,35B-A3B,sglang_dflash,16,3,b200-repeats-20260922/rep3-block8/35B-A3B/sglang_dflash/sglang_dflash/c16,interactivity,224.83197311437047,derived_p90,tokens/s/user
8,35B-A3B,sglang_dflash,16,1,b200-block8-20260922/35B-A3B/sglang_dflash/sglang_dflash/c16,output_token_throughput,4061.704881914162,avg,tokens/s
8,35B-A3B,sglang_dflash,16,2,b200-repeats-20260922/rep2-block8/35B-A3B/sglang_dflash/sglang_dflash/c16,output_token_throughput,3897.594531807329,avg,tokens/s
8,35B-A3B,sglang_dflash,16,3,b200-repeats-20260922/rep3-block8/35B-A3B/sglang_dflash/sglang_dflash/c16,output_token_throughput,4068.3317359913895,avg,tokens/s
8,35B-A3B,sglang_dflash,16,1,b200-block8-20260922/35B-A3B/sglang_dflash/sglang_dflash/c16,time_to_first_token,81.99301131,p99,ms
8,35B-A3B,sglang_dflash,16,2,b200-repeats-20260922/rep2-block8/35B-A3B/sglang_dflash/sglang_dflash/c16,time_to_first_token,88.01423643999999,p99,ms
8,35B-A3B,sglang_dflash,16,3,b200-repeats-20260922/rep3-block8/35B-A3B/sglang_dflash/sglang_dflash/c16,time_to_first_token,81.76451284999999,p99,ms
8,35B-A3B,sglang_dflash,32,1,b200-block8-20260922/35B-A3B/sglang_dflash/sglang_dflash/c32,acceptance_length,5.199503406704425,avg,tokens
8,35B-A3B,sglang_dflash,32,2,b200-repeats-20260922/rep2-block8/35B-A3B/sglang_dflash/sglang_dflash/c32,acceptance_length,5.156694934696502,avg,tokens
8,35B-A3B,sglang_dflash,32,3,b200-repeats-20260922/rep3-block8/35B-A3B/sglang_dflash/sglang_dflash/c32,acceptance_length,5.193999370209068,avg,tokens
8,35B-A3B,sglang_dflash,32,1,b200-block8-20260922/35B-A3B/sglang_dflash/sglang_dflash/c32,inter_chunk_latency,38.490399,p99,ms
8,35B-A3B,sglang_dflash,32,2,b200-repeats-20260922/rep2-block8/35B-A3B/sglang_dflash/sglang_dflash/c32,inter_chunk_latency,44.29078546999998,p99,ms
8,35B-A3B,sglang_dflash,32,3,b200-repeats-20260922/rep3-block8/35B-A3B/sglang_dflash/sglang_dflash/c32,inter_chunk_latency,38.80106011,p99,ms
8,35B-A3B,sglang_dflash,32,1,b200-block8-20260922/35B-A3B/sglang_dflash/sglang_dflash/c32,inter_token_latency,4.608130387450981,p90,ms
8,35B-A3B,sglang_dflash,32,2,b200-repeats-20260922/rep2-block8/35B-A3B/sglang_dflash/sglang_dflash/c32,inter_token_latency,4.813895088627451,p90,ms
8,35B-A3B,sglang_dflash,32,3,b200-repeats-20260922/rep3-block8/35B-A3B/sglang_dflash/sglang_dflash/c32,inter_token_latency,4.578606642745098,p90,ms
8,35B-A3B,sglang_dflash,32,1,b200-block8-20260922/35B-A3B/sglang_dflash/sglang_dflash/c32,inter_token_latency,5.924726426392157,p99,ms
8,35B-A3B,sglang_dflash,32,2,b200-repeats-20260922/rep2-block8/35B-A3B/sglang_dflash/sglang_dflash/c32,inter_token_latency,5.939499525843137,p99,ms
8,35B-A3B,sglang_dflash,32,3,b200-repeats-20260922/rep3-block8/35B-A3B/sglang_dflash/sglang_dflash/c32,inter_token_latency,5.630769675019608,p99,ms
8,35B-A3B,sglang_dflash,32,1,b200-block8-20260922/35B-A3B/sglang_dflash/sglang_dflash/c32,interactivity,168.7841645388759,derived,tokens/s/user
8,35B-A3B,sglang_dflash,32,2,b200-repeats-20260922/rep2-block8/35B-A3B/sglang_dflash/sglang_dflash/c32,interactivity,168.3643538734092,derived,tokens/s/user
8,35B-A3B,sglang_dflash,32,3,b200-repeats-20260922/rep3-block8/35B-A3B/sglang_dflash/sglang_dflash/c32,interactivity,177.59561440355267,derived,tokens/s/user
8,35B-A3B,sglang_dflash,32,1,b200-block8-20260922/35B-A3B/sglang_dflash/sglang_dflash/c32,interactivity,217.00774846198675,derived_p90,tokens/s/user
8,35B-A3B,sglang_dflash,32,2,b200-repeats-20260922/rep2-block8/35B-A3B/sglang_dflash/sglang_dflash/c32,interactivity,207.73198866806263,derived_p90,tokens/s/user
8,35B-A3B,sglang_dflash,32,3,b200-repeats-20260922/rep3-block8/35B-A3B/sglang_dflash/sglang_dflash/c32,interactivity,218.40705656261645,derived_p90,tokens/s/user
8,35B-A3B,sglang_dflash,32,1,b200-block8-20260922/35B-A3B/sglang_dflash/sglang_dflash/c32,output_token_throughput,7459.874994699097,avg,tokens/s
8,35B-A3B,sglang_dflash,32,2,b200-repeats-20260922/rep2-block8/35B-A3B/sglang_dflash/sglang_dflash/c32,output_token_throughput,7249.971065285385,avg,tokens/s
8,35B-A3B,sglang_dflash,32,3,b200-repeats-20260922/rep3-block8/35B-A3B/sglang_dflash/sglang_dflash/c32,output_token_throughput,7569.61331100637,avg,tokens/s
8,35B-A3B,sglang_dflash,32,1,b200-block8-20260922/35B-A3B/sglang_dflash/sglang_dflash/c32,time_to_first_token,263.57373841,p99,ms
8,35B-A3B,sglang_dflash,32,2,b200-repeats-20260922/rep2-block8/35B-A3B/sglang_dflash/sglang_dflash/c32,time_to_first_token,264.78650906000007,p99,ms
8,35B-A3B,sglang_dflash,32,3,b200-repeats-20260922/rep3-block8/35B-A3B/sglang_dflash/sglang_dflash/c32,time_to_first_token,291.82763248000015,p99,ms
8,35B-A3B,vllm_baseline,1,1,b200-block8-20260922/35B-A3B/vllm_baseline/vllm_baseline/c1,inter_chunk_latency,4.76663125,p99,ms
8,35B-A3B,vllm_baseline,1,2,b200-repeats-20260922/rep2-block8/35B-A3B/vllm_baseline/vllm_baseline/c1,inter_chunk_latency,4.98077561,p99,ms
8,35B-A3B,vllm_baseline,1,3,b200-repeats-20260922/rep3-block8/35B-A3B/vllm_baseline/vllm_baseline/c1,inter_chunk_latency,4.4616534,p99,ms
8,35B-A3B,vllm_baseline,1,1,b200-block8-20260922/35B-A3B/vllm_baseline/vllm_baseline/c1,inter_token_latency,4.008175829019608,p90,ms
8,35B-A3B,vllm_baseline,1,2,b200-repeats-20260922/rep2-block8/35B-A3B/vllm_baseline/vllm_baseline/c1,inter_token_latency,3.8327867337254897,p90,ms
8,35B-A3B,vllm_baseline,1,3,b200-repeats-20260922/rep3-block8/35B-A3B/vllm_baseline/vllm_baseline/c1,inter_token_latency,3.8710215603921565,p90,ms
8,35B-A3B,vllm_baseline,1,1,b200-block8-20260922/35B-A3B/vllm_baseline/vllm_baseline/c1,inter_token_latency,4.016372647098039,p99,ms
8,35B-A3B,vllm_baseline,1,2,b200-repeats-20260922/rep2-block8/35B-A3B/vllm_baseline/vllm_baseline/c1,inter_token_latency,4.025913151568627,p99,ms
8,35B-A3B,vllm_baseline,1,3,b200-repeats-20260922/rep3-block8/35B-A3B/vllm_baseline/vllm_baseline/c1,inter_token_latency,3.8774568647058825,p99,ms
8,35B-A3B,vllm_baseline,1,1,b200-block8-20260922/35B-A3B/vllm_baseline/vllm_baseline/c1,interactivity,248.9808809754077,derived,tokens/s/user
8,35B-A3B,vllm_baseline,1,2,b200-repeats-20260922/rep2-block8/35B-A3B/vllm_baseline/vllm_baseline/c1,interactivity,248.3908525474196,derived,tokens/s/user
8,35B-A3B,vllm_baseline,1,3,b200-repeats-20260922/rep3-block8/35B-A3B/vllm_baseline/vllm_baseline/c1,interactivity,257.9009992612395,derived,tokens/s/user
8,35B-A3B,vllm_baseline,1,1,b200-block8-20260922/35B-A3B/vllm_baseline/vllm_baseline/c1,interactivity,249.49005299615263,derived_p90,tokens/s/user
8,35B-A3B,vllm_baseline,1,2,b200-repeats-20260922/rep2-block8/35B-A3B/vllm_baseline/vllm_baseline/c1,interactivity,260.9067682270948,derived_p90,tokens/s/user
8,35B-A3B,vllm_baseline,1,3,b200-repeats-20260922/rep3-block8/35B-A3B/vllm_baseline/vllm_baseline/c1,interactivity,258.3297417487632,derived_p90,tokens/s/user
8,35B-A3B,vllm_baseline,1,1,b200-block8-20260922/35B-A3B/vllm_baseline/vllm_baseline/c1,output_token_throughput,241.61952087402827,avg,tokens/s
8,35B-A3B,vllm_baseline,1,2,b200-repeats-20260922/rep2-block8/35B-A3B/vllm_baseline/vllm_baseline/c1,output_token_throughput,252.28847183327437,avg,tokens/s
8,35B-A3B,vllm_baseline,1,3,b200-repeats-20260922/rep3-block8/35B-A3B/vllm_baseline/vllm_baseline/c1,output_token_throughput,250.8177876588889,avg,tokens/s
8,35B-A3B,vllm_baseline,1,1,b200-block8-20260922/35B-A3B/vllm_baseline/vllm_baseline/c1,time_to_first_token,47.93465235000001,p99,ms
8,35B-A3B,vllm_baseline,1,2,b200-repeats-20260922/rep2-block8/35B-A3B/vllm_baseline/vllm_baseline/c1,time_to_first_token,47.63484477,p99,ms
8,35B-A3B,vllm_baseline,1,3,b200-repeats-20260922/rep3-block8/35B-A3B/vllm_baseline/vllm_baseline/c1,time_to_first_token,40.72343997,p99,ms
8,35B-A3B,vllm_baseline,2,1,b200-block8-20260922/35B-A3B/vllm_baseline/vllm_baseline/c2,inter_chunk_latency,5.181467799999999,p99,ms
8,35B-A3B,vllm_baseline,2,2,b200-repeats-20260922/rep2-block8/35B-A3B/vllm_baseline/vllm_baseline/c2,inter_chunk_latency,5.230371669999994,p99,ms
8,35B-A3B,vllm_baseline,2,3,b200-repeats-20260922/rep3-block8/35B-A3B/vllm_baseline/vllm_baseline/c2,inter_chunk_latency,4.98612908,p99,ms
8,35B-A3B,vllm_baseline,2,1,b200-block8-20260922/35B-A3B/vllm_baseline/vllm_baseline/c2,inter_token_latency,4.4149517337254895,p90,ms
8,35B-A3B,vllm_baseline,2,2,b200-repeats-20260922/rep2-block8/35B-A3B/vllm_baseline/vllm_baseline/c2,inter_token_latency,4.232694470588235,p90,ms
8,35B-A3B,vllm_baseline,2,3,b200-repeats-20260922/rep3-block8/35B-A3B/vllm_baseline/vllm_baseline/c2,inter_token_latency,4.268051767058823,p90,ms
8,35B-A3B,vllm_baseline,2,1,b200-block8-20260922/35B-A3B/vllm_baseline/vllm_baseline/c2,inter_token_latency,4.42834039662745,p99,ms
8,35B-A3B,vllm_baseline,2,2,b200-repeats-20260922/rep2-block8/35B-A3B/vllm_baseline/vllm_baseline/c2,inter_token_latency,4.2513402028235285,p99,ms
8,35B-A3B,vllm_baseline,2,3,b200-repeats-20260922/rep3-block8/35B-A3B/vllm_baseline/vllm_baseline/c2,inter_token_latency,4.272043676235294,p99,ms
8,35B-A3B,vllm_baseline,2,1,b200-block8-20260922/35B-A3B/vllm_baseline/vllm_baseline/c2,interactivity,225.818232212136,derived,tokens/s/user
8,35B-A3B,vllm_baseline,2,2,b200-repeats-20260922/rep2-block8/35B-A3B/vllm_baseline/vllm_baseline/c2,interactivity,235.2199429572467,derived,tokens/s/user
8,35B-A3B,vllm_baseline,2,3,b200-repeats-20260922/rep3-block8/35B-A3B/vllm_baseline/vllm_baseline/c2,interactivity,234.08000380774251,derived,tokens/s/user
8,35B-A3B,vllm_baseline,2,1,b200-block8-20260922/35B-A3B/vllm_baseline/vllm_baseline/c2,interactivity,226.50304245934876,derived_p90,tokens/s/user
8,35B-A3B,vllm_baseline,2,2,b200-repeats-20260922/rep2-block8/35B-A3B/vllm_baseline/vllm_baseline/c2,interactivity,236.2561264340504,derived_p90,tokens/s/user
8,35B-A3B,vllm_baseline,2,3,b200-repeats-20260922/rep3-block8/35B-A3B/vllm_baseline/vllm_baseline/c2,interactivity,234.29893885497893,derived_p90,tokens/s/user
8,35B-A3B,vllm_baseline,2,1,b200-block8-20260922/35B-A3B/vllm_baseline/vllm_baseline/c2,output_token_throughput,429.5216332144742,avg,tokens/s
8,35B-A3B,vllm_baseline,2,2,b200-repeats-20260922/rep2-block8/35B-A3B/vllm_baseline/vllm_baseline/c2,output_token_throughput,447.5996596328923,avg,tokens/s
8,35B-A3B,vllm_baseline,2,3,b200-repeats-20260922/rep3-block8/35B-A3B/vllm_baseline/vllm_baseline/c2,output_token_throughput,447.0100612910224,avg,tokens/s
8,35B-A3B,vllm_baseline,2,1,b200-block8-20260922/35B-A3B/vllm_baseline/vllm_baseline/c2,time_to_first_token,75.56631323999999,p99,ms
8,35B-A3B,vllm_baseline,2,2,b200-repeats-20260922/rep2-block8/35B-A3B/vllm_baseline/vllm_baseline/c2,time_to_first_token,78.54417821999999,p99,ms
8,35B-A3B,vllm_baseline,2,3,b200-repeats-20260922/rep3-block8/35B-A3B/vllm_baseline/vllm_baseline/c2,time_to_first_token,64.12483497999999,p99,ms
8,35B-A3B,vllm_baseline,4,1,b200-block8-20260922/35B-A3B/vllm_baseline/vllm_baseline/c4,inter_chunk_latency,5.572270060000003,p99,ms
8,35B-A3B,vllm_baseline,4,2,b200-repeats-20260922/rep2-block8/35B-A3B/vllm_baseline/vllm_baseline/c4,inter_chunk_latency,6.572317889999999,p99,ms
8,35B-A3B,vllm_baseline,4,3,b200-repeats-20260922/rep3-block8/35B-A3B/vllm_baseline/vllm_baseline/c4,inter_chunk_latency,5.212803119999999,p99,ms
8,35B-A3B,vllm_baseline,4,1,b200-block8-20260922/35B-A3B/vllm_baseline/vllm_baseline/c4,inter_token_latency,4.733395389803921,p90,ms
8,35B-A3B,vllm_baseline,4,2,b200-repeats-20260922/rep2-block8/35B-A3B/vllm_baseline/vllm_baseline/c4,inter_token_latency,4.6084249717647054,p90,ms
8,35B-A3B,vllm_baseline,4,3,b200-repeats-20260922/rep3-block8/35B-A3B/vllm_baseline/vllm_baseline/c4,inter_token_latency,4.634180650980391,p90,ms
8,35B-A3B,vllm_baseline,4,1,b200-block8-20260922/35B-A3B/vllm_baseline/vllm_baseline/c4,inter_token_latency,4.736853658040913,p99,ms
8,35B-A3B,vllm_baseline,4,2,b200-repeats-20260922/rep2-block8/35B-A3B/vllm_baseline/vllm_baseline/c4,inter_token_latency,4.622605760941177,p99,ms
8,35B-A3B,vllm_baseline,4,3,b200-repeats-20260922/rep3-block8/35B-A3B/vllm_baseline/vllm_baseline/c4,inter_token_latency,4.635641513411764,p99,ms
8,35B-A3B,vllm_baseline,4,1,b200-block8-20260922/35B-A3B/vllm_baseline/vllm_baseline/c4,interactivity,211.11059622930887,derived,tokens/s/user
8,35B-A3B,vllm_baseline,4,2,b200-repeats-20260922/rep2-block8/35B-A3B/vllm_baseline/vllm_baseline/c4,interactivity,216.32820355339948,derived,tokens/s/user
8,35B-A3B,vllm_baseline,4,3,b200-repeats-20260922/rep3-block8/35B-A3B/vllm_baseline/vllm_baseline/c4,interactivity,215.71987331350277,derived,tokens/s/user
8,35B-A3B,vllm_baseline,4,1,b200-block8-20260922/35B-A3B/vllm_baseline/vllm_baseline/c4,interactivity,211.26483584153414,derived_p90,tokens/s/user
8,35B-A3B,vllm_baseline,4,2,b200-repeats-20260922/rep2-block8/35B-A3B/vllm_baseline/vllm_baseline/c4,interactivity,216.99387667736505,derived_p90,tokens/s/user
8,35B-A3B,vllm_baseline,4,3,b200-repeats-20260922/rep3-block8/35B-A3B/vllm_baseline/vllm_baseline/c4,interactivity,215.78787607005427,derived_p90,tokens/s/user
8,35B-A3B,vllm_baseline,4,1,b200-block8-20260922/35B-A3B/vllm_baseline/vllm_baseline/c4,output_token_throughput,807.5075631488006,avg,tokens/s
8,35B-A3B,vllm_baseline,4,2,b200-repeats-20260922/rep2-block8/35B-A3B/vllm_baseline/vllm_baseline/c4,output_token_throughput,819.1526460634092,avg,tokens/s
8,35B-A3B,vllm_baseline,4,3,b200-repeats-20260922/rep3-block8/35B-A3B/vllm_baseline/vllm_baseline/c4,output_token_throughput,827.7416588427468,avg,tokens/s
8,35B-A3B,vllm_baseline,4,1,b200-block8-20260922/35B-A3B/vllm_baseline/vllm_baseline/c4,time_to_first_token,77.83014760999997,p99,ms
8,35B-A3B,vllm_baseline,4,2,b200-repeats-20260922/rep2-block8/35B-A3B/vllm_baseline/vllm_baseline/c4,time_to_first_token,105.65583788,p99,ms
8,35B-A3B,vllm_baseline,4,3,b200-repeats-20260922/rep3-block8/35B-A3B/vllm_baseline/vllm_baseline/c4,time_to_first_token,69.48275733,p99,ms
8,35B-A3B,vllm_baseline,8,1,b200-block8-20260922/35B-A3B/vllm_baseline/vllm_baseline/c8,inter_chunk_latency,6.43762425,p99,ms
8,35B-A3B,vllm_baseline,8,2,b200-repeats-20260922/rep2-block8/35B-A3B/vllm_baseline/vllm_baseline/c8,inter_chunk_latency,7.096650550000003,p99,ms
8,35B-A3B,vllm_baseline,8,3,b200-repeats-20260922/rep3-block8/35B-A3B/vllm_baseline/vllm_baseline/c8,inter_chunk_latency,5.853413470000001,p99,ms
8,35B-A3B,vllm_baseline,8,1,b200-block8-20260922/35B-A3B/vllm_baseline/vllm_baseline/c8,inter_token_latency,5.368747350980392,p90,ms
8,35B-A3B,vllm_baseline,8,2,b200-repeats-20260922/rep2-block8/35B-A3B/vllm_baseline/vllm_baseline/c8,inter_token_latency,5.252752811764705,p90,ms
8,35B-A3B,vllm_baseline,8,3,b200-repeats-20260922/rep3-block8/35B-A3B/vllm_baseline/vllm_baseline/c8,inter_token_latency,5.271202370980392,p90,ms
8,35B-A3B,vllm_baseline,8,1,b200-block8-20260922/35B-A3B/vllm_baseline/vllm_baseline/c8,inter_token_latency,5.387574599921568,p99,ms
8,35B-A3B,vllm_baseline,8,2,b200-repeats-20260922/rep2-block8/35B-A3B/vllm_baseline/vllm_baseline/c8,inter_token_latency,5.305266702823529,p99,ms
8,35B-A3B,vllm_baseline,8,3,b200-repeats-20260922/rep3-block8/35B-A3B/vllm_baseline/vllm_baseline/c8,inter_token_latency,5.280655734392156,p99,ms
8,35B-A3B,vllm_baseline,8,1,b200-block8-20260922/35B-A3B/vllm_baseline/vllm_baseline/c8,interactivity,185.61227904195664,derived,tokens/s/user
8,35B-A3B,vllm_baseline,8,2,b200-repeats-20260922/rep2-block8/35B-A3B/vllm_baseline/vllm_baseline/c8,interactivity,188.491937543458,derived,tokens/s/user
8,35B-A3B,vllm_baseline,8,3,b200-repeats-20260922/rep3-block8/35B-A3B/vllm_baseline/vllm_baseline/c8,interactivity,189.370421079932,derived,tokens/s/user
8,35B-A3B,vllm_baseline,8,1,b200-block8-20260922/35B-A3B/vllm_baseline/vllm_baseline/c8,interactivity,186.26318852895713,derived_p90,tokens/s/user
8,35B-A3B,vllm_baseline,8,2,b200-repeats-20260922/rep2-block8/35B-A3B/vllm_baseline/vllm_baseline/c8,interactivity,190.37636756107733,derived_p90,tokens/s/user
8,35B-A3B,vllm_baseline,8,3,b200-repeats-20260922/rep3-block8/35B-A3B/vllm_baseline/vllm_baseline/c8,interactivity,189.71003760077795,derived_p90,tokens/s/user
8,35B-A3B,vllm_baseline,8,1,b200-block8-20260922/35B-A3B/vllm_baseline/vllm_baseline/c8,output_token_throughput,1406.2566755832231,avg,tokens/s
8,35B-A3B,vllm_baseline,8,2,b200-repeats-20260922/rep2-block8/35B-A3B/vllm_baseline/vllm_baseline/c8,output_token_throughput,1418.9333961764614,avg,tokens/s
8,35B-A3B,vllm_baseline,8,3,b200-repeats-20260922/rep3-block8/35B-A3B/vllm_baseline/vllm_baseline/c8,output_token_throughput,1441.8170012313742,avg,tokens/s
8,35B-A3B,vllm_baseline,8,1,b200-block8-20260922/35B-A3B/vllm_baseline/vllm_baseline/c8,time_to_first_token,126.78672517,p99,ms
8,35B-A3B,vllm_baseline,8,2,b200-repeats-20260922/rep2-block8/35B-A3B/vllm_baseline/vllm_baseline/c8,time_to_first_token,186.49375064,p99,ms
8,35B-A3B,vllm_baseline,8,3,b200-repeats-20260922/rep3-block8/35B-A3B/vllm_baseline/vllm_baseline/c8,time_to_first_token,105.09622214,p99,ms
8,35B-A3B,vllm_baseline,16,1,b200-block8-20260922/35B-A3B/vllm_baseline/vllm_baseline/c16,inter_chunk_latency,8.321812,p99,ms
8,35B-A3B,vllm_baseline,16,2,b200-repeats-20260922/rep2-block8/35B-A3B/vllm_baseline/vllm_baseline/c16,inter_chunk_latency,8.744740139999998,p99,ms
8,35B-A3B,vllm_baseline,16,3,b200-repeats-20260922/rep3-block8/35B-A3B/vllm_baseline/vllm_baseline/c16,inter_chunk_latency,7.191377619999997,p99,ms
8,35B-A3B,vllm_baseline,16,1,b200-block8-20260922/35B-A3B/vllm_baseline/vllm_baseline/c16,inter_token_latency,6.494108016470587,p90,ms
8,35B-A3B,vllm_baseline,16,2,b200-repeats-20260922/rep2-block8/35B-A3B/vllm_baseline/vllm_baseline/c16,inter_token_latency,6.393249615294118,p90,ms
8,35B-A3B,vllm_baseline,16,3,b200-repeats-20260922/rep3-block8/35B-A3B/vllm_baseline/vllm_baseline/c16,inter_token_latency,6.4137033286274505,p90,ms
8,35B-A3B,vllm_baseline,16,1,b200-block8-20260922/35B-A3B/vllm_baseline/vllm_baseline/c16,inter_token_latency,6.517877991607842,p99,ms
8,35B-A3B,vllm_baseline,16,2,b200-repeats-20260922/rep2-block8/35B-A3B/vllm_baseline/vllm_baseline/c16,inter_token_latency,6.483678204313725,p99,ms
8,35B-A3B,vllm_baseline,16,3,b200-repeats-20260922/rep3-block8/35B-A3B/vllm_baseline/vllm_baseline/c16,inter_token_latency,6.4517488112941175,p99,ms
8,35B-A3B,vllm_baseline,16,1,b200-block8-20260922/35B-A3B/vllm_baseline/vllm_baseline/c16,interactivity,153.42416677445632,derived,tokens/s/user
8,35B-A3B,vllm_baseline,16,2,b200-repeats-20260922/rep2-block8/35B-A3B/vllm_baseline/vllm_baseline/c16,interactivity,154.23344103269642,derived,tokens/s/user
8,35B-A3B,vllm_baseline,16,3,b200-repeats-20260922/rep3-block8/35B-A3B/vllm_baseline/vllm_baseline/c16,interactivity,154.99673487744107,derived,tokens/s/user
8,35B-A3B,vllm_baseline,16,1,b200-block8-20260922/35B-A3B/vllm_baseline/vllm_baseline/c16,interactivity,153.98573560275938,derived_p90,tokens/s/user
8,35B-A3B,vllm_baseline,16,2,b200-repeats-20260922/rep2-block8/35B-A3B/vllm_baseline/vllm_baseline/c16,interactivity,156.4149783246021,derived_p90,tokens/s/user
8,35B-A3B,vllm_baseline,16,3,b200-repeats-20260922/rep3-block8/35B-A3B/vllm_baseline/vllm_baseline/c16,interactivity,155.91616087643433,derived_p90,tokens/s/user
8,35B-A3B,vllm_baseline,16,1,b200-block8-20260922/35B-A3B/vllm_baseline/vllm_baseline/c16,output_token_throughput,2309.300222049266,avg,tokens/s
8,35B-A3B,vllm_baseline,16,2,b200-repeats-20260922/rep2-block8/35B-A3B/vllm_baseline/vllm_baseline/c16,output_token_throughput,2333.7820751067743,avg,tokens/s
8,35B-A3B,vllm_baseline,16,3,b200-repeats-20260922/rep3-block8/35B-A3B/vllm_baseline/vllm_baseline/c16,output_token_throughput,2351.949728734694,avg,tokens/s
8,35B-A3B,vllm_baseline,16,1,b200-block8-20260922/35B-A3B/vllm_baseline/vllm_baseline/c16,time_to_first_token,172.49532047999998,p99,ms
8,35B-A3B,vllm_baseline,16,2,b200-repeats-20260922/rep2-block8/35B-A3B/vllm_baseline/vllm_baseline/c16,time_to_first_token,164.62920200999997,p99,ms
8,35B-A3B,vllm_baseline,16,3,b200-repeats-20260922/rep3-block8/35B-A3B/vllm_baseline/vllm_baseline/c16,time_to_first_token,134.96953491999997,p99,ms
8,35B-A3B,vllm_baseline,32,1,b200-block8-20260922/35B-A3B/vllm_baseline/vllm_baseline/c32,inter_chunk_latency,9.76319857,p99,ms
8,35B-A3B,vllm_baseline,32,2,b200-repeats-20260922/rep2-block8/35B-A3B/vllm_baseline/vllm_baseline/c32,inter_chunk_latency,10.308114200000013,p99,ms
8,35B-A3B,vllm_baseline,32,3,b200-repeats-20260922/rep3-block8/35B-A3B/vllm_baseline/vllm_baseline/c32,inter_chunk_latency,8.355946549999997,p99,ms
8,35B-A3B,vllm_baseline,32,1,b200-block8-20260922/35B-A3B/vllm_baseline/vllm_baseline/c32,inter_token_latency,7.6000491184313725,p90,ms
8,35B-A3B,vllm_baseline,32,2,b200-repeats-20260922/rep2-block8/35B-A3B/vllm_baseline/vllm_baseline/c32,inter_token_latency,7.571053024705883,p90,ms
8,35B-A3B,vllm_baseline,32,3,b200-repeats-20260922/rep3-block8/35B-A3B/vllm_baseline/vllm_baseline/c32,inter_token_latency,7.459972890588236,p90,ms
8,35B-A3B,vllm_baseline,32,1,b200-block8-20260922/35B-A3B/vllm_baseline/vllm_baseline/c32,inter_token_latency,7.911101321999999,p99,ms
8,35B-A3B,vllm_baseline,32,2,b200-repeats-20260922/rep2-block8/35B-A3B/vllm_baseline/vllm_baseline/c32,inter_token_latency,7.896786343372549,p99,ms
8,35B-A3B,vllm_baseline,32,3,b200-repeats-20260922/rep3-block8/35B-A3B/vllm_baseline/vllm_baseline/c32,inter_token_latency,7.755151300588235,p99,ms
8,35B-A3B,vllm_baseline,32,1,b200-block8-20260922/35B-A3B/vllm_baseline/vllm_baseline/c32,interactivity,126.40465079357509,derived,tokens/s/user
8,35B-A3B,vllm_baseline,32,2,b200-repeats-20260922/rep2-block8/35B-A3B/vllm_baseline/vllm_baseline/c32,interactivity,126.63379209179938,derived,tokens/s/user
8,35B-A3B,vllm_baseline,32,3,b200-repeats-20260922/rep3-block8/35B-A3B/vllm_baseline/vllm_baseline/c32,interactivity,128.9465493631503,derived,tokens/s/user
8,35B-A3B,vllm_baseline,32,1,b200-block8-20260922/35B-A3B/vllm_baseline/vllm_baseline/c32,interactivity,131.57809698556224,derived_p90,tokens/s/user
8,35B-A3B,vllm_baseline,32,2,b200-repeats-20260922/rep2-block8/35B-A3B/vllm_baseline/vllm_baseline/c32,interactivity,132.08202303388936,derived_p90,tokens/s/user
8,35B-A3B,vllm_baseline,32,3,b200-repeats-20260922/rep3-block8/35B-A3B/vllm_baseline/vllm_baseline/c32,interactivity,134.04874450169052,derived_p90,tokens/s/user
8,35B-A3B,vllm_baseline,32,1,b200-block8-20260922/35B-A3B/vllm_baseline/vllm_baseline/c32,output_token_throughput,3914.730229119437,avg,tokens/s
8,35B-A3B,vllm_baseline,32,2,b200-repeats-20260922/rep2-block8/35B-A3B/vllm_baseline/vllm_baseline/c32,output_token_throughput,3918.561918634868,avg,tokens/s
8,35B-A3B,vllm_baseline,32,3,b200-repeats-20260922/rep3-block8/35B-A3B/vllm_baseline/vllm_baseline/c32,output_token_throughput,4019.755475046185,avg,tokens/s
8,35B-A3B,vllm_baseline,32,1,b200-block8-20260922/35B-A3B/vllm_baseline/vllm_baseline/c32,time_to_first_token,208.30361301,p99,ms
8,35B-A3B,vllm_baseline,32,2,b200-repeats-20260922/rep2-block8/35B-A3B/vllm_baseline/vllm_baseline/c32,time_to_first_token,277.0745879,p99,ms
8,35B-A3B,vllm_baseline,32,3,b200-repeats-20260922/rep3-block8/35B-A3B/vllm_baseline/vllm_baseline/c32,time_to_first_token,158.17070825999997,p99,ms
8,35B-A3B,vllm_dflash,1,1,b200-block8-20260922/35B-A3B/vllm_dflash/vllm_dflash/c1,acceptance_length,5.251783893985729,avg,tokens
8,35B-A3B,vllm_dflash,1,2,b200-repeats-20260922/rep2-block8/35B-A3B/vllm_dflash/vllm_dflash/c1,acceptance_length,5.251783893985729,avg,tokens
