variant,configuration,concurrency,latency_p50_ms,throughput_tokens_s,tpot_p99_ms,interactivity_tokens_s,pareto_optimal
vllm_baseline,vLLM baseline,1,2104.0158745,121.52936443941601,8.115242017764706,123.22491403348732,False
vllm_baseline,vLLM baseline,2,2222.8224339999997,229.5867562194502,8.481259524470588,117.90701571090308,False
vllm_baseline,vLLM baseline,4,2254.3849139999998,453.49424640744724,8.584268373058823,116.49216410083777,False
vllm_baseline,vLLM baseline,8,2317.2629835,883.4462458010527,8.78576026,113.82054260606469,False
vllm_baseline,vLLM baseline,16,2407.0820315,1698.771659204976,9.137298108235294,109.44154258234354,False
vllm_baseline,vLLM baseline,32,2644.808904,3085.509386981329,9.974862203019608,100.25201147112371,False
vllm_dflash,vLLM + DFlash,1,498.317362,493.1924910749527,2.8592557639607854,349.7413601834449,False
vllm_dflash,vLLM + DFlash,2,616.1298264999999,808.1671370020381,2.971067988588235,336.57930543527243,False
vllm_dflash,vLLM + DFlash,4,773.7108135,1263.000666525907,3.965676941098039,252.1637578786522,False
vllm_dflash,vLLM + DFlash,8,1059.4606919999999,1850.7433301970452,6.25832797145098,159.78708763135535,False
vllm_dflash,vLLM + DFlash,16,1539.11247,2556.288692523307,9.852231085960785,101.49985229487545,False
vllm_dflash,vLLM + DFlash,32,2471.0678595,3203.374035852287,15.124347566862749,66.11855457428042,False
sglang_baseline,SGLang baseline,1,1922.7150795,132.92672689360123,7.416155698039215,134.84075047998166,False
sglang_baseline,SGLang baseline,2,1957.57316,262.1398415511246,7.4597579891372545,134.05260619127046,False
sglang_baseline,SGLang baseline,4,2005.8319245,509.732080847225,7.642756639686274,130.8428420718429,False
sglang_baseline,SGLang baseline,8,2091.933336,977.5202297293654,7.982257157058823,125.27784814796223,False
sglang_baseline,SGLang baseline,16,2185.880161,1872.7677888014011,8.353447744392156,119.71104992801575,False
sglang_baseline,SGLang baseline,32,2351.0041794999997,3331.8062695592257,8.995127316117648,111.17130028923327,True
sglang_dflash,SGLang + DFlash,1,414.0268585,596.9967287095748,2.5571230155294122,391.06448689679706,False
sglang_dflash,SGLang + DFlash,2,451.161597,1073.7787633515811,2.1689722187450977,461.0478600682908,True
sglang_dflash,SGLang + DFlash,4,571.0274575,1724.2064008290413,3.184126976823529,314.0578272407954,True
sglang_dflash,SGLang + DFlash,8,769.0793595,2530.4629784111553,4.699298595490195,212.79771431414812,True
sglang_dflash,SGLang + DFlash,16,1182.952713,3300.4732410469715,7.647830864862745,130.75602973836777,True
sglang_dflash,SGLang + DFlash,32,1659.9967594999998,4667.499396742012,10.587078778235297,94.4547614074413,True
pr2_dflash,vLLM + DFlash PR 52297,1,476.3214235,519.3835152394879,2.6320994874509824,379.92484887736333,False
pr2_dflash,vLLM + DFlash PR 52297,2,553.8881934999999,893.9394434351532,2.497234076862745,400.4430378654339,False
pr2_dflash,vLLM + DFlash PR 52297,4,677.3648734999999,1457.000440994407,3.410495679294116,293.2125104486202,False
pr2_dflash,vLLM + DFlash PR 52297,8,891.3283215,2191.4057641244285,5.218873627764705,191.6122273357881,False
pr2_dflash,vLLM + DFlash PR 52297,16,1204.18103,3162.822737793877,7.883760096196078,126.84302766677298,False
pr2_dflash,vLLM + DFlash PR 52297,32,1992.365505,3952.4075139347196,12.37459526682353,80.81072378027704,False
