variant,concurrency,throughput_tokens_s,tpot_p90_ms,interactivity_tokens_s,throughput_std,interactivity_std,n,configuration,pareto_optimal
pr2_dflash,1,844.9094664181256,1.4256039206535949,707.4555600096655,89.4116414322466,77.27645653318191,3,vLLM + DFlash PR 52297,False
pr2_dflash,2,1472.8657155090866,1.5575137928104574,644.7194779527482,42.66094011547716,50.034984518336415,3,vLLM + DFlash PR 52297,False
pr2_dflash,4,2383.9289775372395,1.9593600815686276,510.75624267590837,23.813482446373666,17.077869532736102,3,vLLM + DFlash PR 52297,False
pr2_dflash,8,3665.6417114466662,2.703537768862642,370.02681416825027,60.36533263954481,8.788742233759212,3,vLLM + DFlash PR 52297,False
pr2_dflash,16,5351.843712267976,3.8424666660130726,260.4341624373524,200.766507011417,8.551725933970811,3,vLLM + DFlash PR 52297,False
pr2_dflash,32,6651.2043017275255,6.373734048366013,156.95205579563228,82.66020732474503,3.680580871694847,3,vLLM + DFlash PR 52297,False
sglang_baseline,1,406.5027809576511,2.3645857796078427,422.9887232508009,7.132949145684428,7.231604260406383,3,SGLang baseline,False
sglang_baseline,2,790.3247016370051,2.37582913372549,421.02465936175275,16.977696311890348,8.715320070011188,3,SGLang baseline,False
sglang_baseline,4,1538.6237281620959,2.4514769964705883,408.02467010898863,30.203582571992477,8.151060601227226,3,SGLang baseline,False
sglang_baseline,8,2942.6792647625025,2.5643424113015283,389.99294462586175,31.33993894355921,4.161420996379949,3,SGLang baseline,False
sglang_baseline,16,5584.931455088391,2.7096474785620916,369.0801530619974,35.650846925830784,3.9693784607295988,3,SGLang baseline,True
sglang_baseline,32,9638.419969405097,2.961079551895425,337.7329183844267,34.61918534478006,3.0456258705255452,3,SGLang baseline,True
sglang_dflash,1,1095.3610482325537,1.1181697655375433,895.0778639904776,7.681803574512632,32.24402928080295,3,SGLang + DFlash,True
sglang_dflash,2,1819.2818907967458,1.3592104457516339,737.5805468213506,33.847055171455956,45.295237267507375,3,SGLang + DFlash,True
sglang_dflash,4,3097.5011556055556,1.5146134848366015,660.795317033667,17.52631925686719,23.58400900322883,3,SGLang + DFlash,True
sglang_dflash,8,4291.2672060203395,2.3303220856209146,429.4749072573784,188.18201682669365,15.147469722871492,3,SGLang + DFlash,True
sglang_dflash,16,5765.821318495963,3.652694708627451,274.058645466863,137.26131049664653,10.760613519901915,3,SGLang + DFlash,False
sglang_dflash,32,9442.54265622716,4.35825875869281,229.48412367135145,238.04076980140164,3.447659591372898,3,SGLang + DFlash,False
vllm_baseline,1,387.8053918509351,2.469162629281046,405.1759821564572,10.45809080194694,10.44566888627116,3,vLLM baseline,False
vllm_baseline,2,716.9347747667729,2.5915950018300653,385.9965009625318,13.583844786166035,8.811599568110772,3,vLLM baseline,False
vllm_baseline,4,1415.990135176022,2.629588314324018,380.41875427441937,32.35003739277449,8.618466791218006,3,vLLM baseline,False
vllm_baseline,8,2715.407471022785,2.7126969845751634,368.73414085913896,75.90179907920177,7.343407604342085,3,vLLM baseline,False
vllm_baseline,16,5036.8809145122095,2.880788002222222,347.2208293036572,184.14881191360598,6.941516499293796,3,vLLM baseline,False
vllm_baseline,32,8860.49390115914,3.201071689607843,312.77850213694336,417.02522591955625,13.244708840357523,3,vLLM baseline,False
vllm_dflash,1,643.3741240694366,1.9465131567320262,514.455439403081,32.97683148327945,23.2763653091788,3,vLLM + DFlash,False
vllm_dflash,2,1092.8362152778743,2.1383210563398696,470.49411218351383,43.608905082039726,43.584535543899314,3,vLLM + DFlash,False
vllm_dflash,4,1835.1724800862312,2.7393901372549023,365.94766766298994,81.75990552610394,22.629376909747975,3,vLLM + DFlash,False
vllm_dflash,8,2845.6865043209527,3.4173668528104577,293.5661818197677,158.12434363870975,20.21269741212197,3,vLLM + DFlash,False
vllm_dflash,16,4256.383167429611,4.879560809673204,205.1795239884209,147.1873792676203,8.553991303745661,3,vLLM + DFlash,False
vllm_dflash,32,5675.735922230318,7.2939896827450985,137.13863840521222,109.57929340666541,2.865615814143348,3,vLLM + DFlash,False
